"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1431267759728513032","https://twitter.com/ADHOrg/status/1431267759728513032","Job posting for historians @WWU_Muenster ! Apply by September 3rd. https://t.co/OURkMBIhED","2021-08-27 14:50 +0000","851.0","8.0","0.009400705052878966","2.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1430198220009918465","https://twitter.com/ADHOrg/status/1430198220009918465","Call for participation for the 1st African Electronic Literature Alliance International Workshop Conference                        (AELAIWC- 2021)! Theme: Digital Tools &amp; Hypertext Praxis in African Digital Literature. Registration is free: https://t.co/J7o3svpgfk","2021-08-24 16:00 +0000","2078.0","35.0","0.016843118383060636","8.0","0.0","10.0","0.0","9.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1429834566047571973","https://twitter.com/ADHOrg/status/1429834566047571973","Deatline has been extended to August 29. https://t.co/eiYNuzlWkW","2021-08-23 15:55 +0000","937.0","3.0","0.0032017075773745998","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1429796817361846278","https://twitter.com/ADHOrg/status/1429796817361846278","DUE 01 SEPTEMBER: Zampolli Prize nominations. Submit yours today: https://t.co/lnVe41dmvJ
#HumanidadesDigitales #InformaticaUmanistica #HumanitésNumériques","2021-08-23 13:25 +0000","2344.0","7.0","0.0029863481228668944","3.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1428741362640433155","https://twitter.com/ADHOrg/status/1428741362640433155","@dh_japan has announced registration for the 11th Conference of Japanese Association for Digital Humanities (JADH2021). Please follow the link to complete your registration: https://t.co/0bB7PoYVBB","2021-08-20 15:31 +0000","1830.0","50.0","0.0273224043715847","10.0","0.0","9.0","8.0","17.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1428723961685323778","https://twitter.com/ADHOrg/status/1428723961685323778","We're excited to announce @dhtech_group is now officially an ADHO SIG! https://t.co/ZSu0utBOuG","2021-08-20 14:21 +0000","1301.0","14.0","0.010760953112990008","0.0","0.0","10.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1428374948213665796","https://twitter.com/ADHOrg/status/1428374948213665796","Call for Local Organisers to host the Historical Network Research Conference in 2022
@HNR_org  invites expressions of interest for local organisers to host the Historical Network Conference 2022 (HNR2022). https://t.co/KoQ51dHALl","2021-08-19 15:15 +0000","1696.0","11.0","0.006485849056603774","6.0","0.0","2.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1428019103529193475","https://twitter.com/ADHOrg/status/1428019103529193475","DHA2021 Goes Fully Virtual
@aaDHumanities
The call for proposals closes on 27 August 2021. Further details are in the following link: https://t.co/u9AgMGvN5u https://t.co/y8NRVFPQOe","2021-08-18 15:41 +0000","1984.0","42.0","0.021169354838709676","6.0","0.0","10.0","5.0","8.0","0.0","11.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1427553791566622723","https://twitter.com/ADHOrg/status/1427553791566622723","We join @PrincetonDH and many friends in mourning the loss of our colleague Rebecca Munson. https://t.co/0iaCW0mbzA","2021-08-17 08:52 +0000","2699.0","47.0","0.017413856984068173","1.0","0.0","24.0","4.0","0.0","0.0","18.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1427219333592227846","https://twitter.com/ADHOrg/status/1427219333592227846","Upcoming presentation from  ADHO Exec Board secretary Patricia Murrieta-Flores: ""Digging into Early Colonial Mexico: Creating computational approaches for the study of historical sources"". https://t.co/4nOUGnzbf1","2021-08-16 10:43 +0000","1555.0","10.0","0.006430868167202572","3.0","0.0","6.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
